,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Weather_Condition
2806312,A-2806336,2,2018-03-22 08:30:16,2018-03-22 14:30:16,46.260127000000004,-112.339275,Boulder,MT,39.0,76.0,10.0,Partly Cloudy
2809103,A-2809127,2,2018-03-29 07:39:24,2018-03-29 13:39:24,47.263490000000004,-110.71468999999999,Raynesford,MT,25.9,99.0,10.0,Partly Cloudy
2809647,A-2809671,2,2018-03-30 10:05:40,2018-03-30 16:05:40,46.199938,-112.342251,Boulder,MT,51.1,39.0,10.0,Clear
2811771,A-2811795,3,2018-02-03 00:43:18,2018-02-03 06:43:18,46.39232,-105.82761,Miles City,MT,30.9,100.0,5.0,Mostly Cloudy
2811957,A-2811981,2,2018-02-04 22:28:51,2018-02-05 04:28:51,46.13791,-107.51183999999999,Custer,MT,5.0,87.0,1.0,Light Snow
2812462,A-2812486,2,2018-02-05 12:23:57,2018-02-05 18:23:57,45.171957,-107.366878,Lodge Grass,MT,14.0,77.0,1.5,Light Snow
2812463,A-2812487,2,2018-02-05 12:23:57,2018-02-05 18:23:57,45.201006,-107.358571,Lodge Grass,MT,14.0,77.0,1.5,Light Snow
2812472,A-2812496,3,2018-02-05 14:23:57,2018-02-05 20:23:57,47.559509999999996,-111.53035,Power,MT,10.9,84.0,2.0,Light Snow
2812475,A-2812499,3,2018-02-05 22:28:27,2018-02-06 04:28:27,45.47425,-108.99986000000001,Joliet,MT,9.0,92.0,5.0,Light Snow
2812476,A-2812500,3,2018-02-05 22:28:27,2018-02-06 04:28:27,45.47425,-108.99986000000001,Joliet,MT,9.0,92.0,5.0,Light Snow
2814379,A-2814403,3,2018-02-08 05:53:57,2018-02-08 11:53:57,45.52568,-107.417406,Garryowen,MT,11.0,92.0,1.0,Light Snow
2814387,A-2814411,2,2018-02-08 14:17:57,2018-02-08 20:17:57,46.26616,-106.507117,Forsyth,MT,11.0,88.0,0.5,Snow / Windy
2814389,A-2814413,3,2018-02-08 15:14:57,2018-02-08 21:14:57,46.903310999999995,-105.014505,Glendive,MT,5.0,85.0,0.8,Light Snow
2815092,A-2815116,2,2018-02-09 08:59:12,2018-02-09 14:59:12,46.791576,-114.102461,Lolo,MT,15.1,84.0,1.0,Light Snow
2815096,A-2815120,2,2018-02-09 14:32:12,2018-02-09 20:32:12,46.665371,-113.13889499999999,Drummond,MT,19.0,68.0,10.0,Cloudy
2815097,A-2815121,2,2018-02-09 16:04:28,2018-02-09 22:04:28,48.108598,-114.47086399999999,Kila,MT,21.9,51.0,10.0,Clear
2815956,A-2815980,2,2018-02-12 14:08:12,2018-02-12 20:08:12,48.202678999999996,-114.31174399999999,Kalispell,MT,14.0,49.0,10.0,Clear
2817588,A-2817612,2,2018-02-15 12:51:31,2018-02-15 18:51:31,47.306703000000006,-114.825153,Plains,MT,20.0,89.0,10.0,Cloudy
2818238,A-2818262,3,2018-02-16 14:29:29,2018-02-16 20:29:29,45.87851,-112.10744,Whitehall,MT,28.9,49.0,10.0,Overcast
2818596,A-2818620,2,2018-02-17 13:27:47,2018-02-17 13:57:47,47.507704,-111.32189,Great Falls,MT,18.0,88.0,1.5,Light Snow
2821448,A-2821472,3,2018-02-23 13:57:13,2018-02-23 19:57:13,48.312507000000004,-113.35875300000001,Essex,MT,17.1,74.0,10.0,Overcast
2821449,A-2821473,3,2018-02-23 13:57:13,2018-02-23 19:57:13,48.300519,-113.378928,Essex,MT,17.1,74.0,10.0,Overcast
2822249,A-2822273,2,2018-02-26 13:43:43,2018-02-26 19:43:43,45.856229,-112.674777,Divide,MT,23.0,58.0,7.0,Light Snow
2822250,A-2822274,2,2018-02-26 13:43:43,2018-02-26 19:43:43,45.819424,-112.695326,Divide,MT,23.0,58.0,7.0,Light Snow
2823037,A-2823061,3,2017-12-30 22:48:15,2017-12-31 04:48:15,46.7254,-113.58085,Clinton,MT,30.9,82.0,10.0,Overcast
2823299,A-2823323,3,2018-01-01 06:40:44,2018-01-01 12:40:44,47.202371,-114.925526,Superior,MT,17.0,92.0,10.0,Partly Cloudy
2823300,A-2823324,3,2018-01-01 06:40:44,2018-01-01 12:40:44,47.202371,-114.925526,Superior,MT,17.0,92.0,10.0,Partly Cloudy
2823301,A-2823325,2,2018-01-01 11:34:45,2018-01-01 17:34:45,48.552966,-109.671443,Havre,MT,-22.0,70.0,10.0,Clear
2823302,A-2823326,2,2018-01-01 11:34:45,2018-01-01 17:34:45,48.553168,-109.673379,Havre,MT,-22.0,70.0,10.0,Clear
2823306,A-2823330,2,2018-01-01 15:01:00,2018-01-01 21:01:00,46.299166,-112.08622,Boulder,MT,3.0,63.0,10.0,Clear
2824433,A-2824457,2,2018-01-03 10:13:00,2018-01-03 16:13:00,47.833870000000005,-114.37014199999999,Elmo,MT,16.0,88.0,9.0,Overcast
2826676,A-2826700,3,2018-01-08 01:44:55,2018-01-08 07:44:55,46.20473,-112.339771,Boulder,MT,28.0,85.0,10.0,Clear
2827451,A-2827475,2,2018-01-09 13:58:25,2018-01-09 19:58:25,48.240406,-114.33053000000001,Kalispell,MT,34.0,100.0,1.0,Light Rain
2828156,A-2828180,2,2018-01-10 08:28:25,2018-01-10 14:28:25,45.657542,-109.29208700000001,Big Timber,MT,21.9,92.0,1.2,Light Snow
2828157,A-2828181,2,2018-01-10 08:30:15,2018-01-10 14:30:15,46.252409,-107.232827,Forsyth,MT,8.0,87.0,0.25,Heavy Snow / Windy
2828159,A-2828183,2,2018-01-10 10:04:25,2018-01-10 16:04:25,46.237489000000004,-108.461418,Roundup,MT,10.0,87.0,0.5,Light Snow
2829376,A-2829400,2,2018-01-12 08:07:00,2018-01-12 14:07:00,45.817457,-108.410422,Billings,MT,-0.0,83.0,10.0,Overcast
2829669,A-2829693,2,2018-01-13 15:37:44,2018-01-13 21:37:44,46.267699,-106.391223,Rosebud,MT,12.9,84.0,10.0,Overcast
2830230,A-2830254,2,2018-01-15 10:52:00,2018-01-15 16:52:00,47.4549,-111.06586100000001,Great Falls,MT,7.2,90.0,10.0,Clear
2831407,A-2831431,2,2018-01-17 09:25:45,2018-01-17 15:25:45,47.32938,-105.383641,Lindsay,MT,9.0,80.0,10.0,Clear
2832008,A-2832032,2,2018-01-18 12:21:15,2018-01-18 18:21:15,46.725255,-113.586004,Clinton,MT,33.1,96.0,6.0,Light Rain
2832513,A-2832537,2,2018-01-19 07:06:15,2018-01-19 13:06:15,47.1164,-104.73245,Glendive,MT,37.0,79.0,10.0,Overcast
2832521,A-2832545,3,2018-01-19 08:34:44,2018-01-19 14:34:44,44.614063,-112.50295,Lima,MT,34.0,96.0,10.0,Wintry Mix
2832522,A-2832546,3,2018-01-19 08:34:44,2018-01-19 14:34:44,44.61777,-112.56308700000001,Lima,MT,34.0,96.0,10.0,Wintry Mix
2833942,A-2833966,4,2018-01-23 14:02:57,2018-01-23 20:02:57,45.6666,-111.26243999999998,Bozeman,MT,28.9,54.0,10.0,Clear
2833943,A-2833967,4,2018-01-23 14:02:57,2018-01-23 20:02:57,45.588625,-111.648319,Norris,MT,28.9,54.0,10.0,Clear
2834576,A-2834600,3,2018-01-24 22:26:57,2018-01-25 04:26:57,46.72452,-113.5704,Clinton,MT,30.9,82.0,10.0,Clear
2835254,A-2835278,2,2018-01-25 09:41:12,2018-01-25 15:41:12,48.37826,-114.33551000000001,Whitefish,MT,34.0,96.0,10.0,Partly Cloudy
2839618,A-2839642,3,2017-12-02 23:26:38,2017-12-03 05:26:38,46.49245,-112.72868999999999,Deer Lodge,MT,32.0,96.0,0.75,Light Snow
2841380,A-2841404,3,2017-12-05 23:37:53,2017-12-06 05:37:53,46.840340000000005,-105.13116000000001,Fallon,MT,30.9,79.0,10.0,Overcast
2844517,A-2844541,2,2017-12-13 12:53:10,2017-12-13 18:53:10,48.195438,-114.33848,Kalispell,MT,28.9,75.0,10.0,Clear
2844522,A-2844546,2,2017-12-13 15:11:11,2017-12-13 21:11:11,46.591803000000006,-111.94490900000001,Helena,MT,28.0,92.0,3.0,Mostly Cloudy
2846036,A-2846060,4,2017-12-16 21:15:16,2017-12-17 03:15:16,45.695747999999995,-109.48789199999999,Reed Point,MT,19.9,96.0,0.5,Light Freezing Fog
2846608,A-2846632,2,2017-12-18 12:32:55,2017-12-18 18:32:55,47.02081,-114.7368,Superior,MT,31.0,85.0,0.25,Light Snow
2846616,A-2846640,2,2017-12-18 16:43:25,2017-12-18 22:43:25,48.265563,-113.44558799999999,Essex,MT,35.1,96.0,10.0,Light Rain
2847335,A-2847359,2,2017-12-19 07:34:25,2017-12-19 13:34:25,48.15802,-114.28776,Kalispell,MT,30.9,100.0,1.2,Light Snow
2847951,A-2847975,2,2017-12-19 22:45:40,2017-12-20 04:45:40,47.84517,-111.70249,Dutton,MT,24.1,96.0,8.0,Light Snow
2848592,A-2848616,4,2017-12-21 18:55:46,2017-12-22 00:55:46,45.700559999999996,-109.38743999999998,Columbus,MT,19.0,74.0,10.0,Clear
2849105,A-2849129,2,2017-12-22 10:16:02,2017-12-22 16:16:02,45.810547,-108.42228899999999,Billings,MT,15.1,95.0,1.0,Light Snow
2849107,A-2849131,2,2017-12-22 10:38:31,2017-12-22 16:38:31,47.294297,-115.15703899999998,Saint Regis,MT,20.0,85.0,1.0,Light Snow
2849108,A-2849132,2,2017-12-22 10:43:47,2017-12-22 16:43:47,45.708960999999995,-109.575607,Greycliff,MT,15.1,88.0,0.5,Light Snow
2851718,A-2851742,2,2017-12-30 09:06:15,2017-12-30 15:06:15,46.77785,-113.7116,Clinton,MT,15.1,84.0,10.0,Overcast
2851719,A-2851743,2,2017-12-30 11:22:00,2017-12-30 17:22:00,45.64667,-110.88935,Bozeman,MT,-0.9,79.0,10.0,Mostly Cloudy
2851721,A-2851745,3,2017-12-30 14:51:15,2017-12-30 20:51:15,45.655734,-109.271497,Columbus,MT,-6.0,79.0,10.0,Partly Cloudy
2852091,A-2852115,4,2017-11-02 06:31:57,2017-11-02 12:31:57,45.68388,-109.45416999999999,Reed Point,MT,25.0,85.0,10.0,Overcast
2852094,A-2852118,2,2017-11-02 08:33:27,2017-11-02 14:33:27,46.872468,-113.98413799999999,Missoula,MT,32.0,73.0,10.0,Overcast
2852102,A-2852126,2,2017-11-02 13:46:12,2017-11-02 19:46:12,48.036695,-114.22773600000001,Lakeside,MT,28.0,78.0,3.0,Light Snow
2852725,A-2852749,4,2017-11-04 08:53:42,2017-11-04 14:53:42,47.265545,-114.17329699999999,Ravalli,MT,25.0,96.0,7.0,Overcast
2852726,A-2852750,4,2017-11-04 08:53:42,2017-11-04 14:53:42,47.235857,-114.157923,Arlee,MT,25.0,96.0,7.0,Overcast
2856190,A-2856214,2,2017-11-13 10:07:38,2017-11-13 16:07:38,45.804508,-108.582197,Billings,MT,39.9,60.0,10.0,Clear
2856197,A-2856221,4,2017-11-13 19:23:23,2017-11-14 01:23:23,45.892334999999996,-111.47607099999999,Three Forks,MT,35.1,72.0,10.0,Clear
2857199,A-2857223,3,2017-11-15 11:53:54,2017-11-15 17:53:54,48.59525,-115.99337,Troy,MT,35.6,87.0,10.0,Clear
2857200,A-2857224,3,2017-11-15 11:53:54,2017-11-15 17:53:54,48.59525,-115.99337,Troy,MT,35.6,87.0,10.0,Clear
2857726,A-2857750,2,2017-11-16 15:03:38,2017-11-16 21:03:38,46.58032,-112.27551000000001,Helena,MT,42.1,51.0,10.0,Scattered Clouds
2857727,A-2857751,2,2017-11-16 15:09:38,2017-11-16 21:09:38,47.287989,-110.812771,Belt,MT,45.9,31.0,10.0,Clear
2859578,A-2859602,3,2017-11-21 10:13:53,2017-11-21 16:13:53,45.782348999999996,-108.091136,Billings,MT,28.0,92.0,10.0,Scattered Clouds
2859580,A-2859604,2,2017-11-21 10:20:38,2017-11-21 16:20:38,45.630877000000005,-106.52311,Lame Deer,MT,21.0,60.0,10.0,Cloudy
2861491,A-2861515,2,2017-11-27 18:14:36,2017-11-28 00:14:36,47.375118,-111.581731,Cascade,MT,35.1,40.0,10.0,Clear
2861984,A-2862008,3,2017-11-28 07:42:23,2017-11-28 13:42:23,45.63458,-108.91866,Park City,MT,30.9,57.0,10.0,Clear
2867269,A-2867293,2,2017-10-11 08:52:09,2017-10-11 14:52:09,45.68108,-108.71163,Laurel,MT,48.0,46.0,10.0,Mostly Cloudy
2867804,A-2867828,2,2017-10-11 23:16:53,2017-10-12 05:16:53,45.681349,-108.71083200000001,Laurel,MT,46.0,58.0,10.0,Mostly Cloudy
2868295,A-2868319,4,2017-10-13 17:28:09,2017-10-13 23:28:09,48.258927,-114.271451,Kalispell,MT,36.0,100.0,2.0,Heavy Rain
2868296,A-2868320,4,2017-10-13 17:28:09,2017-10-13 23:28:09,48.259648999999996,-114.271091,Kalispell,MT,36.0,100.0,2.0,Heavy Rain
2870000,A-2870024,2,2017-10-18 09:30:24,2017-10-18 15:30:24,46.83657,-114.03948999999999,Missoula,MT,50.0,59.0,10.0,Scattered Clouds
2870001,A-2870025,2,2017-10-18 12:17:39,2017-10-18 18:17:39,48.27543,-113.60486999999999,Essex,MT,48.0,44.0,10.0,Partly Cloudy
2870475,A-2870499,4,2017-10-19 12:07:53,2017-10-19 18:07:53,45.72388,-110.24486,Livingston,MT,71.1,14.0,10.0,Clear
2870476,A-2870500,4,2017-10-19 12:07:53,2017-10-19 18:07:53,45.726618,-110.239979,Livingston,MT,71.1,14.0,10.0,Clear
2870477,A-2870501,4,2017-10-19 12:40:09,2017-10-19 18:40:09,45.72388,-110.24486,Livingston,MT,73.0,12.0,10.0,Clear
2877609,A-2877633,2,2017-09-08 13:54:06,2017-09-08 19:54:06,47.434940000000005,-111.503869,Great Falls,MT,87.1,10.0,10.0,Clear
2882390,A-2882414,3,2017-09-20 23:29:25,2017-09-21 05:29:26,46.727828,-113.673056,Clinton,MT,44.1,76.0,10.0,Overcast
2882391,A-2882415,3,2017-09-20 23:29:25,2017-09-21 05:29:26,46.841215999999996,-113.83871,Missoula,MT,44.1,76.0,10.0,Overcast
2882392,A-2882416,3,2017-09-21 00:09:56,2017-09-21 06:09:56,46.841215999999996,-113.83871,Missoula,MT,42.1,85.0,10.0,Overcast
2882393,A-2882417,3,2017-09-21 00:09:56,2017-09-21 06:09:56,46.727828,-113.673056,Clinton,MT,42.1,85.0,10.0,Overcast
2882394,A-2882418,3,2017-09-21 01:27:11,2017-09-21 07:27:11,46.728159999999995,-113.67118,Clinton,MT,39.9,89.0,10.0,Mostly Cloudy
2894467,A-2894491,2,2017-08-18 09:08:21,2017-08-18 15:08:21,47.00326,-113.3716,Greenough,MT,55.9,60.0,5.0,Haze
2895814,A-2895838,2,2017-08-22 07:49:26,2017-08-22 13:49:26,46.70193,-112.01183999999999,Helena,MT,55.9,49.0,7.0,Clear
2898743,A-2898767,2,2017-08-29 15:55:36,2017-08-29 21:55:36,46.617235,-113.05125100000001,Drummond,MT,89.0,18.0,3.0,Haze
2899203,A-2899227,4,2017-08-30 05:08:21,2017-08-30 11:08:21,46.6721,-113.15369,Drummond,MT,57.0,62.0,4.0,Haze
2900227,A-2900251,3,2019-04-04 08:29:51,2019-04-04 08:56:24,47.4533,-115.69415,Saint Regis,MT,31.0,82.0,10.0,Cloudy
2902811,A-2902835,3,2019-04-09 18:17:38,2019-04-09 18:46:31,46.728864,-114.079159,Florence,MT,43.0,80.0,10.0,Light Rain
2902812,A-2902836,3,2019-04-09 18:17:38,2019-04-09 18:46:31,46.711079,-114.075952,Florence,MT,43.0,80.0,10.0,Light Rain
2904257,A-2904281,3,2019-04-11 16:55:10,2019-04-11 17:24:44,47.324151,-111.64428500000001,Cascade,MT,44.0,71.0,10.0,Cloudy
2904966,A-2904990,2,2019-04-12 12:17:38,2019-04-12 12:44:56,46.515221000000004,-111.94724,Clancy,MT,42.0,62.0,10.0,Cloudy
2904967,A-2904991,3,2019-04-12 11:20:38,2019-04-12 11:47:19,46.5064,-111.94983799999999,Clancy,MT,40.0,68.0,10.0,Cloudy
2911364,A-2911388,2,2019-04-25 22:42:26,2019-04-25 23:10:42,47.363640000000004,-114.58433000000001,Plains,MT,44.0,37.0,10.0,Cloudy
2912299,A-2912323,4,2019-04-28 19:46:44,2019-04-28 20:16:03,47.198314,-110.379304,Geyser,MT,29.0,60.0,10.0,Cloudy
2914163,A-2914187,3,2019-05-03 22:40:27,2019-05-03 23:09:43,47.313888,-115.22708600000001,Saint Regis,MT,38.0,68.0,10.0,Mostly Cloudy
2917650,A-2917674,4,2019-05-10 09:57:43,2019-05-10 10:25:38,46.40837,-105.84071000000002,Miles City,MT,54.0,49.0,10.0,Fair
2919439,A-2919463,2,2019-05-14 09:30:43,2019-05-14 10:00:14,47.38277,-115.39431,Saltese,MT,55.0,35.0,10.0,Fair
2926157,A-2926181,4,2019-05-29 20:00:38,2019-05-29 20:29:15,47.504834,-112.35192099999999,Augusta,MT,71.0,29.0,10.0,Fair
2927705,A-2927729,3,2019-04-30 22:37:19,2019-04-30 23:05:35,47.313884,-115.22530900000001,Saint Regis,MT,31.0,28.0,10.0,Partly Cloudy
2928244,A-2928268,4,2019-05-01 20:16:44,2019-05-01 20:44:19,45.71218,-111.06198,Bozeman,MT,45.0,37.0,10.0,Cloudy
2931358,A-2931382,3,2019-06-06 08:49:37,2019-06-06 09:19:06,48.36139,-111.9364,Conrad,MT,56.0,53.0,10.0,Mostly Cloudy / Windy
2931394,A-2931418,2,2019-06-06 15:50:33,2019-06-06 16:18:55,47.952526,-113.87731200000002,Bigfork,MT,54.0,88.0,10.0,Light Rain
2940087,A-2940111,2,2019-06-26 12:58:08,2019-06-26 13:27:28,45.536528000000004,-112.699398,Twin Bridges,MT,63.0,54.0,10.0,Cloudy
2940092,A-2940116,4,2019-06-26 12:34:08,2019-06-26 13:03:09,47.766341,-111.66605,Dutton,MT,72.0,35.0,10.0,Mostly Cloudy
2940093,A-2940117,2,2019-06-26 07:10:07,2019-06-26 07:39:51,47.00255,-113.37151000000001,Bonner,MT,49.0,90.0,10.0,Fair
2942553,A-2942577,4,2019-06-01 02:19:00,2019-06-01 02:47:01,47.504644,-112.35283899999999,Augusta,MT,53.0,83.0,10.0,Fair
2946603,A-2946627,2,2019-08-29 11:22:11,2019-08-29 11:51:19,45.641391999999996,-108.88593600000002,Park City,MT,69.0,40.0,10.0,Fair
2949736,A-2949760,2,2019-07-01 12:06:22,2019-07-01 12:35:24,45.781276,-108.003148,Pompeys Pillar,MT,76.0,45.0,10.0,Fair
2950716,A-2950740,2,2019-07-03 10:10:26,2019-07-03 10:38:06,48.468807,-111.88363100000001,Shelby,MT,54.0,75.0,10.0,Cloudy
2954020,A-2954044,2,2019-07-11 13:28:56,2019-07-11 13:57:57,46.44341,-114.13546000000001,Victor,MT,80.0,36.0,10.0,Mostly Cloudy
2954946,A-2954970,2,2019-07-13 22:53:58,2019-07-13 23:21:40,46.531526,-105.65885,Ismay,MT,72.0,76.0,10.0,Fair
2958844,A-2958868,2,2019-07-22 14:18:00,2019-07-22 14:47:00,47.491784,-111.211799,Great Falls,MT,83.0,29.0,10.0,Fair
2960542,A-2960566,2,2019-07-25 13:26:12,2019-07-25 13:55:22,48.743959999999994,-111.86165,Oilmont,MT,78.0,17.0,10.0,Fair / Windy
2960543,A-2960567,2,2019-07-25 13:51:33,2019-07-25 14:20:04,46.27609,-106.19331000000001,Rosebud,MT,83.0,20.0,10.0,Fair
2963336,A-2963360,2,2019-07-31 08:44:47,2019-07-31 09:14:06,45.76376,-108.4884,Billings,MT,73.0,48.0,10.0,Fair
2967432,A-2967456,2,2019-08-08 10:38:48,2019-08-08 11:07:37,46.271932,-112.233318,Clancy,MT,80.0,31.0,10.0,Partly Cloudy
2969956,A-2969980,2,2019-08-14 13:02:55,2019-08-14 13:29:59,45.731454,-113.924547,Sula,MT,74.0,40.0,10.0,Mostly Cloudy
2971046,A-2971070,2,2019-08-16 11:04:39,2019-08-16 11:34:16,46.976997,-114.126143,Missoula,MT,60.0,75.0,10.0,Partly Cloudy
2973082,A-2973106,2,2019-08-21 12:05:28,2019-08-21 12:34:38,45.754032,-111.14485400000001,Belgrade,MT,79.0,40.0,10.0,Fair
