ID,Severity,Time,Lat,Lng,City,State
A-919563,3,2019-05-06 12:31:50,43.913002,-100.313156,Vivian,SD
A-1208208,2,2018-12-02 12:30:11,44.875721,-98.503128,Redfield,SD
A-1264992,2,2018-11-04 15:54:53,43.240898,-97.578438,Menno,SD
A-1901147,2,2018-01-15 09:29:43,43.711449,-98.48822,Plankinton,SD
A-1912338,2,2018-01-22 06:47:36,44.518162,-98.97228199999999,Miller,SD
A-2242356,2,2017-08-29 10:29:24,44.378052000000004,-100.31591,Pierre,SD
A-2260501,3,2016-12-19 08:22:41,43.5489,-96.7807,Sioux Falls,SD
A-2260502,3,2016-12-19 08:22:41,43.53808,-96.78022,Sioux Falls,SD
A-2262488,2,2017-01-10 12:13:33,44.099709999999995,-103.17227,Rapid City,SD
A-2262685,4,2017-01-11 23:58:35,43.61673,-96.77063000000001,Sioux Falls,SD
A-2271524,4,2016-08-03 08:23:24,43.609120000000004,-96.94414,Hartford,SD
A-2271526,4,2016-08-03 08:23:24,43.60884,-96.95032900000001,Hartford,SD
A-2274255,2,2016-08-31 18:05:50,44.103429999999996,-102.71236999999999,New Underwood,SD
A-2277382,4,2016-07-15 10:33:11,43.83625,-101.65565,Kadoka,SD
A-2390956,2,2017-02-08 05:19:43,43.857890000000005,-101.934849,Kadoka,SD
A-2400693,2,2017-02-20 11:43:02,43.71778,-98.7192,White Lake,SD
A-2586581,4,2019-09-17 23:35:40,43.38443,-97.99351,Parkston,SD
A-2586582,4,2019-09-17 23:35:40,43.40087,-97.42081999999999,Freeman,SD
A-2586584,4,2019-09-17 19:47:41,43.03155,-98.90304,Fairfax,SD
A-2618826,4,2019-09-16 17:38:44,43.38443,-97.99351,Parkston,SD
A-2625219,4,2019-03-13 10:30:53,42.60318,-96.57408000000001,Jefferson,SD
A-2625310,4,2019-03-13 22:36:54,44.084078000000005,-103.23046,Rapid City,SD
A-2625756,4,2019-03-14 23:51:10,43.543240000000004,-97.38843,Bridgewater,SD
A-2625771,4,2019-03-14 23:42:54,44.42715,-96.7547,Brookings,SD
A-2631246,4,2019-03-26 14:29:45,43.04657,-102.21911,Batesland,SD
A-2632970,4,2019-03-29 22:47:16,43.89362,-103.42532,Keystone,SD
A-2633584,4,2019-03-31 22:26:29,43.89362,-103.42532,Keystone,SD
A-2642727,4,2019-02-11 06:22:46,44.81155,-104.05585,Belle Fourche,SD
A-2648480,2,2019-02-20 09:48:31,43.98685,-102.23442,Wall,SD
A-2653689,4,2018-12-31 19:24:52,43.25717,-97.08218000000001,Hurley,SD
A-2663496,4,2019-01-18 06:39:52,43.857101,-103.437123,Keystone,SD
A-2667456,3,2019-01-25 12:21:26,43.665209999999995,-97.59392,Spencer,SD
A-2688990,4,2018-12-27 08:08:19,43.241659999999996,-97.4192,Freeman,SD
A-2701873,2,2018-11-17 11:53:23,43.60861,-96.57600000000001,Brandon,SD
A-2713601,4,2018-10-07 06:27:42,43.93463,-103.57155,Hill City,SD
A-2727421,2,2018-09-04 18:21:37,43.924451,-100.3193,Vivian,SD
A-2745131,4,2018-08-13 13:01:04,43.694829999999996,-97.95223,Mitchell,SD
A-2823831,3,2018-01-02 00:49:45,44.295840000000005,-103.43204,Piedmont,SD
A-2828090,2,2018-01-10 13:32:55,43.608725,-96.737364,Sioux Falls,SD
A-2836127,2,2018-01-27 20:20:26,43.56666,-96.77814000000001,Sioux Falls,SD
A-2840171,4,2017-12-04 14:16:08,44.103629999999995,-102.70453,New Underwood,SD
A-2843884,4,2017-12-12 10:47:32,43.98662,-102.24334,Wall,SD
A-2843885,4,2017-12-12 10:47:32,44.06747,-102.38946999999999,Wasta,SD
A-2851997,3,2017-11-02 06:44:43,43.66644,-97.31328,Salem,SD
A-2852004,3,2017-11-02 09:45:27,43.609041999999995,-96.737779,Sioux Falls,SD
A-2882322,2,2017-09-21 06:33:56,43.6057,-96.71619,Sioux Falls,SD
A-2888842,2,2017-08-06 15:45:34,43.88756,-100.88398000000001,Okaton,SD
A-2899655,4,2019-04-03 23:44:07,43.580487,-96.728649,Sioux Falls,SD
A-2900266,4,2019-04-04 22:40:51,43.89362,-103.42532,Keystone,SD
A-2903554,4,2019-04-10 22:37:09,44.71952,-103.42558000000001,Newell,SD
A-2917105,4,2019-05-09 06:00:42,43.89362,-103.42532,Keystone,SD
A-2917106,4,2019-05-09 22:24:42,43.89362,-103.42532,Keystone,SD
A-2920533,4,2019-05-16 23:42:42,43.15498,-98.54606,Lake Andes,SD
A-2928137,4,2019-05-01 14:36:59,45.52173,-100.04134,Selby,SD
A-2937139,2,2019-06-19 13:54:55,44.10617,-102.6334,New Underwood,SD
A-2938221,4,2019-06-21 16:05:13,45.93493,-102.15942,Lemmon,SD
A-2956634,4,2019-07-17 23:37:28,43.532403,-100.733609,White River,SD
A-2956640,4,2019-07-17 23:35:12,44.32723,-97.12735,Arlington,SD
